code,category,met,description
15731,Sports,7.0,"Wallyball, general"
15732,Sports,4.0,"Track and field (e.g., shot, discus, hammer throw)"
15733,Sports,6.0,"Track and field (e.g., high jump, long jump, triple jump, javelin, pole vault)"
15734,Sports,10.0,"Track and field (e.g., steeplechase, hurdles)"
16002,Transportation,6.8,"Bicycling for transportation, moderate effort"
16004,Transportation,9.3,"Bicycling for transportation, high effort"
16005,Transportation,6.8,E-bike (electrically assisted) for transportation
16010,Transportation,2.0,Automobile or light truck (not a semi) driving
16015,Transportation,1.3,Riding in a car or truck
16016,Transportation,1.3,Riding in a bus or train
16020,Transportation,1.8,Flying airplane or helicoptor
16030,Transportation,2.8,"Motor scooter, motorcycle"
16035,Transportation,6.3,Pulling rickshaw
16040,Transportation,6.0,Pushing plane in and out of hangar
16050,Transportation,2.5,"Truck, semi, tractor, ≥1 ton, or bus, driving"
16060,Transportation,3.5,"Walking for transportation, 2.8-3.2 mph, level, moderate pace, firm surface"
17010,Walking,7.0,Backpacking (Taylor Code 050)
17011,Walking,3.5,"Walking with a day pack, level ground, assumed in the city"
17012,Walking,7.8,"Backpacking, hiking with a daypack, organized walking with daypack"
17016,Walking,4.0,"Carrying 5 to 14 lb (2.3 to 6.4 kg) load (e.g. suitcase, boxes, groceries), level ground, moderate pace"
17018,Walking,4.5,"Carrying 15 - 155 lb (6.8 - 70.4 kg) load (e.g. suitcase, boxes, furniture), level ground or downstairs, slow pace"
17019,Walking,6.5,"Carrying 50 to 150 pound load (e.g., equine or bovine feed, fence pipes, furniture), level ground, moderate pace"
17021,Walking,2.3,"Carrying ~10 lb child, slow walking"
17025,Walking,8.3,"Carrying load upstairs, general"
17026,Walking,5.5,"Carrying load, 1 to 15 lb load, upstairs"
17027,Walking,6.0,"Carrying load, 16 to 24 lb load, upstairs"
17028,Walking,8.0,"Carrying load, 25 to 49 lb load, upstairs"
17029,Walking,10.0,"Carrying load, 50 to 74 lb load, upstairs"
17030,Walking,12.0,"Carrying load, >74 lb load, upstairs"
17031,Walking,3.8,"Loading and/or unloading a car, implied walking"
17032,Walking,5.0,"Climbing hills, no load, 5 to 20% grade, very slow pace"
17033,Walking,3.8,"Climbing hills, 15-50 lb load, 1 to 2% grade, slow pace"
17034,Walking,5.3,"Climbing hills, no load, 1 to 5% grade, moderate-to-brisk pace"
17035,Walking,7.0,"Climbing hills, no load, 6 to 10% grade, moderate-to-brisk pace"
17036,Walking,8.8,"Climbing hills, no load, 11 to 20% grade, slow-to-moderate pace"
17037,Walking,10.0,"Climbing hills, no load, 4.0 to 5.0 mph, 3 to 5% grade, very fast pace"
17038,Walking,8.5,"Climbing hills, no load, steep grade (30%), slow pace (less than 1.2 mph)"
17039,Walking,15.5,"Climbing hills, no load, very steep grade (30-40%), 1.2 to 1.8 mph"
17040,Walking,16.3,"Climbing hills, no load, steep grade (10-40%), 1.8 to 5.0 mph"
17045,Walking,6.5,"Climbing hills, 10 to 20 lb load, 5 to 10% grade, moderate"
17050,Walking,7.5,"Climbing hills, 21 to 40 lb load, 3 to 10% grade, moderate-to-brisk pace"
17060,Walking,10.0,"Climbing hills, 20+ pound load, 5 to 20% grade, moderate to brisk pace"
17070,Walking,3.5,Descending stairs
17076,Walking,4.5,"Hauling water, head hauling, walking on flat surface"
17080,Walking,6.0,"Hiking, cross country (Taylor Code 040)"
17081,Walking,3.8,"Hiking slowly or ambling through fields and hillsides, no load"
17082,Walking,5.3,"Hiking or walking at a normal pace through fields and hillsides, no load"
17085,Walking,2.5,"Bird watching, walking and stopping"
17088,Walking,4.5,"Marching, moderate speed, military, no pack"
17090,Walking,8.0,"Marching rapidly, military, no pack"
17100,Walking,3.8,"Pushing or pulling stroller with child or walking with children, 2.5 to 3.1 mph"
17105,Walking,3.8,"Pushing a wheelchair, non-occupational"
17110,Walking,6.5,Race walking
17130,Walking,8.0,"Stair climbing, using or climbing up ladder (Taylor Code 030)"
17131,Walking,6.8,"Stair climbing, general"
17133,Walking,4.5,"Stair climbing, slow pace"
17134,Walking,9.3,"Stair climbing, fast pace, one step at a time"
17136,Walking,7.5,"Stair climbing, two steps at a time"
17138,Walking,7.5,"Stair climbing, ascending and descending stairs"
17140,Walking,4.5,"Using crutches, level ground, general"
17142,Walking,7.0,"Using crutches, fast pace"
17145,Walking,4.3,Using medical knee scooter
17150,Walking,2.3,"Walking, household"
17151,Walking,2.3,"Walking, less than 2.0 mph, level, strolling, very slow"
17152,Walking,2.8,"Walking, 2.0 to 2.4 mph, level, slow pace, firm surface"
17160,Walking,3.5,Walking for pleasure (Taylor Code 010)
17161,Walking,2.5,"Walking from house to car or bus, from car or bus to go places, from car or bus to and from the worksite"
17162,Walking,2.5,Walking to neighbor’s house or family’s house for social reasons
17165,Walking,3.0,Walking the dog
17170,Walking,3.0,"Walking, 2.5 mph, firm, level surface"
17180,Walking,3.3,"Walking, 2.5 mph, downhill"
17190,Walking,3.8,"Walking, 2.8 to 3.4 mph, level, moderate pace, firm surface"
17200,Walking,4.8,"Walking, 3.5 to 3.9 mph, level, brisk, firm surface, walking for exercise"
17220,Walking,5.5,"Walking, 4.0 to 4.4 mph (6.4 to 7.0 km/h), level, firm surface, very brisk pace"
17230,Walking,7.0,"Walking, 4.5 to 4.9 mph, level, firm surface, very, very brisk"
17231,Walking,8.5,"Walking, 5.0 to 5.5 mph (8.8 to 8.9 km/h), level, firm surface"
17250,Walking,3.5,"Walking, for pleasure, work break (Taylor Code xxx)"
17255,Walking,4.0,"Walking, self-selected speed, indoor track or outdoors, firm surface"
17260,Walking,4.8,"Walking, grass track"
17262,Walking,4.5,"Walking, normal pace, plowed field or sand"
17270,Walking,4.0,"Walking, to work or class (Taylor Code 015)"
17280,Walking,2.5,"Walking, to and from an outhouse"
17302,Walking,4.3,"Walking, for exercise, 2.5 to 3.5 mph (4.0 to 5.6 km/h), with ski poles, Nordic walking, level, moderate pace"
17304,Walking,5.3,"Walking, for exercise, 3.6 to 4.4 mph (5.8 to 7.1 km/h), with ski poles, Nordic walking, level, moderate pace"
17305,Walking,8.5,"Walking, for exercise, 4.5 to 5.0 mph, with ski poles, Nordic walking, level, fast pace"
17310,Walking,8.8,"Walking, for exercise, with ski poles, Nordic walking, uphill, moderate pace"
17313,Walking,10.8,"Walking, for exercise, with ski poles, Nordic walking, level ground, carrying 20 to 30 lb load (9.0 to 15.0 kg)"
17315,Walking,12.3,"Walking, for exercise, with ski poles, Nordic walking, uphill, carrying 20 to 30 lb load (9.0 to 15.0 kg)"
17320,Walking,6.0,"Walking, backward, 3.5 mph, level"
17325,Walking,7.8,"Walking, backward, 3.5 mph, uphill, 5% grade"
17330,Walking,8.0,"Walking, Teabag walk, Monty Python Ministry of Silly Walks"
17332,Walking,3.5,"Walking, Putey walk, Monty Python Ministry of Silly Walks"
17340,Walking,2.1,"Walking, treadmill, less than 1.0 mph, 0% grade"
17343,Walking,2.3,"Walking, treadmill, 1.0 mph, 0% grade"
17346,Walking,2.8,"Walking, treadmill, 1.2 to 1.9 mph, 0% grade (1.9 to 3.0 km/h)"
17349,Walking,3.0,"Walking, treadmill, 2.0 to 2.4 mph (3.2 to 3.9 km/h), 0% grade"
17352,Walking,3.5,"Walking, treadmill, 2.5 to 2.9 mph (4.0 to 4.7 km/h), 0% grade"
17355,Walking,3.8,"Walking, treadmill, 3.0 to 3.4 mph (4.8 to 5.5 km/h), 0% grade"
17358,Walking,4.8,"Walking, treadmill, 3.5 to 3.9 mph (5.6 to 6.3 km/h), 0% grade"
17361,Walking,5.8,"Walking, treadmill, 4.0 to 4.4 mph (6.4 to 7.1 km/h), 0% grade"
17364,Walking,6.8,"Walking, treadmill, 4.5 to 4.9 mph (7.2 to 7.9 km/h), 0% grade"
17367,Walking,8.3,"Walking, treadmill, 5.0 to 5.5 mph (8.0 to 8.9 km/h), 0% grade"
17382,Walking,3.3,"Walking, treadmill, downhill (-3% to -12% grade), 2.8 to 3.1 mph"
17412,Walking,3.3,"Walking, treadmill, downhill (-5% to -25% grade), 2.8 mph, with Nordic Poles"
17434,Walking,4.8,"Walking, treadmill, 2.5 mph, 0% grade, 5 to 20 degrees C, 40 lb (18.2 kg) load"
17438,Walking,5.8,"Walking, treadmill, 2.5 mph, 0% grade, -10 to 0 degrees C, 40 lb (18.2 kg) load"
17455,Walking,8.3,"Walking, Curved treadmill, 3.0 to 5.0 mph, brisk pace"
17475,Walking,7.8,"Walking treadmill, backwards, 2.5 mph, +10% grade"
17492,Walking,1.5,"Walking, with a walker or step-to gait on treadmill, 0.7 mph (1.1 km/h), 0% grade"
18010,Water Activities,2.5,"Boating, power, driving"
18012,Water Activities,1.3,"Boating, power, passenger, light"
18020,Water Activities,4.0,"Canoeing, on camping trip (Taylor Code 270)"
18025,Water Activities,3.3,"Canoeing, harvesting wild rice, knocking rice off the stalks"
18030,Water Activities,7.0,"Canoeing, portaging"
18040,Water Activities,2.8,"Canoeing, rowing, 2.0-3.9 mph, light effort"
18050,Water Activities,5.8,"Canoeing, rowing, 4.0-5.9 mph, moderate effort"
18060,Water Activities,12.5,"Canoeing, rowing, kayaking, competition, > 6 mph, vigorous effort"
18070,Water Activities,3.5,"Canoeing, rowing, for pleasure, general (Taylor Code 250)"
18080,Water Activities,12.0,"Canoeing or rowing, in competition, crew or sculling (Taylor Code 260)"
18090,Water Activities,3.0,"Diving, springboard or platform"
18100,Water Activities,5.0,"Kayaking, moderate effort"
18104,Water Activities,13.5,"Kayaking, competition"
18106,Water Activities,9.0,"Kayaking, slalom, flat water"
18110,Water Activities,4.0,Paddle boat
18112,Water Activities,15.5,"Rowing, simulated crew in a water tank, single oar, 33 strokes/min"
18114,Water Activities,15.5,"Rowing, single scull, ergometer, ergometer on slides, racing speed (32+ strokes/min, >10 mph)"
18120,Water Activities,3.0,"Sailing, boat and board sailing, windsurfing, ice sailing, general (Taylor Code 235)"
18130,Water Activities,4.5,"Sailing, in competition, general"
18132,Water Activities,9.3,"Sailing, in competition, high effort"
18140,Water Activities,3.3,"Sailing, Sunfish/Laser/Hobby Cat, Keel boats, ocean sailing, yachting, leisure"
18142,Water Activities,2.0,"Sailing, dingy"
18150,Water Activities,6.0,"Skiing, water or wake boarding (Taylor Code 220)"
18160,Water Activities,7.0,"Jet skiing, driving, in water"
18180,Water Activities,15.8,"Skindiving, fast"
18190,Water Activities,11.8,"Skindiving, moderate"
18200,Water Activities,7.0,"Skindiving, scuba diving, general (Taylor Code 310)"
18202,Water Activities,5.3,"Scuba diving, general, light effort"
18204,Water Activities,5.8,"Scuba diving, general, moderate effort"
18206,Water Activities,5.5,"Scuba diving, professional diver"
18208,Water Activities,6.8,"Scuba diving, recreational diver"
18210,Water Activities,5.0,Snorkeling (Taylor Code 320)
18220,Water Activities,3.0,"Surfing, body or board, general"
18221,Water Activities,6.8,"Surfboard, paddling"
18222,Water Activities,5.0,"Surfing, body or board, competitive"
18224,Water Activities,6.5,"Stand up paddle boarding, general"
18225,Water Activities,2.8,"Stand up Paddleboard, standing, 10-19 strokes/min"
18226,Water Activities,3.8,"Stand up Paddleboard, standing, 20-29 strokes/min"
18227,Water Activities,5.0,"Stand up Paddleboard, standing, 30-39 strokes/min"
18228,Water Activities,9.8,"Stand up Paddleboard, standing, 40-49 strokes/min"
18229,Water Activities,11.0,"Stand up Paddleboard, standing, 50-69 strokes/min"
18230,Water Activities,9.8,"Swimming laps, freestyle, fast, vigorous effort"
18240,Water Activities,5.8,"Swimming laps, freestyle, slow, recreational"
18250,Water Activities,9.5,"Swimming, backstroke, training or competition"
18255,Water Activities,4.8,"Swimming, backstroke, recreational"
18260,Water Activities,10.3,"Swimming, breaststroke, general, training or competition"
18265,Water Activities,5.3,"Swimming breaststroke, recreational"
18270,Water Activities,13.8,"Swimming, butterfly, general"
18280,Water Activities,10.5,"Swimming, crawl, fast speed, ~75 yards/minute, vigorous effort"
18285,Water Activities,10.5,"Swimming, open water, 5k"
18290,Water Activities,8.00,"Swimming, crawl, medium speed, ~50 yards/minute, vigorous effort"
18292,Water Activities,5.8,"Swimming, crawl, slow speed, 30-45 yards/minute, moderate effort"
18294,Water Activities,14.5,"Swimming, crawl, elite swimmers, competition, >90 yards/minute"
18300,Water Activities,6.0,"Swimming, lake, ocean, river (Taylor Codes 280, 295)"
18310,Water Activities,6.0,"Swimming, leisurely, not lap swimming, general"
18320,Water Activities,7.0,"Swimming, sidestroke, general"
18330,Water Activities,8.0,"Swimming, synchronized"
18340,Water Activities,9.8,"Swimming, treading water, fast, vigorous effort"
18350,Water Activities,3.5,"Swimming, treading water, moderate effort, general"
18352,Water Activities,2.3,"Tubing, floating on a river, general"
18355,Water Activities,5.5,"Water aerobics, water calisthenics, general"
18356,Water Activities,3.8,"Water aerobics, resistance exercises"
18358,Water Activities,7.5,"Water aerobics, high intensity"
18360,Water Activities,10.0,Water polo
18365,Water Activities,3.0,Water volleyball
18366,Water Activities,9.8,"Water jogging, vigorous effort"
18367,Water Activities,2.5,"Water walking, light effort, slow pace"
18368,Water Activities,4.8,"Water walking, moderate effort, moderate pace"
18369,Water Activities,6.8,"Water walking, vigorous effort, brisk pace"
18370,Water Activities,5.0,"Whitewater rafting, kayaking, or canoeing"
18374,Water Activities,6.5,"Water running, 30 steps/min, slow"
18375,Water Activities,7.5,"Water running, 40 steps/min, moderate"
18376,Water Activities,8.5,"Water running, 50 steps/min, fast"
18377,Water Activities,9.8,"Water running, 60 steps/min, very fast"
18380,Water Activities,5.0,"Windsurfing, not pumping for speed"
18385,Water Activities,11.0,"Windsurfing or kitesurfing, crossing trial"
18390,Water Activities,14.0,"Windsurfing, competition, pumping for speed"
18404,Water Activities,2.8,"Aquatic cycling, 25 W, 40-50 RPM"
18408,Water Activities,4.8,"Aquatic cycling, 25 W, 60-70 RPM"
18412,Water Activities,3.8,"Aquatic cycling, 50 W, 40-50 RPM"
18416,Water Activities,6.0,"Aquatic cycling, 50 W, 60-70 RPM"
18420,Water Activities,5.0,"Aquatic cycling, 75 W, 40-50 RPM"
18424,Water Activities,6.3,"Aquatic cycling, 75 W, 60-70 RPM"
18428,Water Activities,6.3,"Aquatic cycling, 100 W, 40-50 RPM"
18432,Water Activities,7.5,"Aquatic cycling, 100 W, 60-70 RPM"
18436,Water Activities,8.5,"Aquatic cycling, 80-89 RPM"
18440,Water Activities,10.3,"Aquatic cycling, 90+ RPM"
19005,Winter Activities,7.5,"Dog sledding, mushing"
19006,Winter Activities,2.5,"Dog sledding, passenger"
19010,Winter Activities,6.0,"Moving icehouse, set up/drill holes"
19011,Winter Activities,2.0,Ice fishing
19018,Winter Activities,14.0,"Skating, ice dancing"
19020,Winter Activities,5.5,"Skating, ice, 9 mph or less"
19030,Winter Activities,7.0,"Skating, ice, general (Taylor Code 360)"
19040,Winter Activities,9.0,"Skating, ice, rapidly, more than 9 mph but not competitive"
19045,Winter Activities,9.0,"Skating Treadmill, 6 - 6.9 mph, 2% grade"
19046,Winter Activities,10.0,"Skating Treadmill, 7 - 7.9 mph, 2% grade"
19047,Winter Activities,10.5,"Skating Treadmill, 8 - 8.9 mph, 2% grade"
19048,Winter Activities,11.0,"Skating Treadmill, 9 - 9.9 mph, 2% grade"
19050,Winter Activities,13.8,"Skating, speed, competitive"
19060,Winter Activities,7.0,"Ski jumping, climb up carrying skis"
19075,Winter Activities,7.0,"Skiing, general"
19080,Winter Activities,6.8,"Skiing, cross country, 2.5 mph, slow or light effort, ski walking"
19090,Winter Activities,8.5,"Skiing, cross country, 4.0-4.9 mph, moderate speed and effort, general"
19100,Winter Activities,11.3,"Skiing, cross country, 5.0-7.9 mph, brisk speed, vigorous effort"
19110,Winter Activities,14.0,"Skiing, cross country, elite skier, >8.0-11.9 mph, racing"
19112,Winter Activities,16.0,"Skiing, cross country, 12-16 mph, elite skier, racing"
19115,Winter Activities,9.5,"Skiing, cross-country skiing high-intensity training"
19130,Winter Activities,15.5,"Skiing, cross country, hard snow, uphill, maximum, snow mountaineering"
19135,Winter Activities,13.3,"Skiing, cross-country, skating"
19140,Winter Activities,13.5,"Skiing, cross-country, biathlon, skating technique"
19142,Winter Activities,12.8,"Biathlon training, 5 degree incline, 8 km/h (5 mph), with/without rifle"
19144,Winter Activities,12.8,"Biathlon training, 5 degree incline, 10.7 km/h (5 mph), with/without rifle"
19146,Winter Activities,9.3,"Skiing, slalom"
19150,Winter Activities,4.3,"Skiing, downhill, alpine or snowboarding, light effort, active time only"
19160,Winter Activities,6.3,"Skiing, downhill, alpine or snowboarding, moderate effort, general, active time only"
19170,Winter Activities,8.0,"Skiing, downhill, alpine or snowboarding, vigorous effort, active time only"
19174,Winter Activities,7.3,"Skiing, Alpine skiing high-intensity training"
19180,Winter Activities,7.0,"Sledding, tobogganing, bobsledding, luge (Taylor Code 370)"
19190,Winter Activities,5.3,"Snow shoeing, moderate effort"
19192,Winter Activities,10.0,"Snow shoeing, vigorous effort"
19200,Winter Activities,3.8,"Snowmobiling, driving, moderate pace, flat land"
19201,Winter Activities,7.5,"Snowboarding, recreational, moderate pace, mountain"
19202,Winter Activities,2.0,"Snowmobiling, passenger, light"
19252,Winter Activities,5.3,"Snow shoveling, by hand, moderate effort"
19254,Winter Activities,7.5,"Snow shoveling, by hand, vigorous effort"
19260,Winter Activities,2.5,"Snow blower, walking and pushing"
19300,Winter Activities,12.5,"Skiing, roller, elite racers"
19305,Winter Activities,5.5,"Rollerskiing, 10 - 12.9 km/h, no incline"
19310,Winter Activities,6.8,"Rollerskiing, 13 - 16.9 km/h, no incline"
19315,Winter Activities,8.3,"Rollerskiing, 17 - 19.9 km/h, no incline"
19320,Winter Activities,10.5,"Rollerskiing, 20 - 23.9 km/h, no incline"
19325,Winter Activities,15.0,"Rollerskiing, 24 - 27.9 km/h, no incline"
19330,Winter Activities,12.5,"Rollerskiing, 10-15 km/h, 2-5 degree incline"
19335,Winter Activities,14.3,"Rollerskiing, 16-22 km/h, 2-5 degree incline"
19340,Winter Activities,12.3,"Rollerskiing, 6-9 km/h, 6-10 degree incline"
19345,Winter Activities,16.0,"Rollerskiing, >10 km/h, 6-10 degree incline"
19400,Winter Activities,9.0,"Mountaineering, downhill climbing, walking down with rope"
19405,Winter Activities,10.3,"Mountaineering, downhill climbing/cross-country skiing"
20000,Religious Activities,1.0,"Sitting in church, in service, attending a ceremony, sitting quietly"
20001,Religious Activities,2.0,"Sitting, playing an instrument at church"
20005,Religious Activities,1.8,"Sitting in church, talking or singing, attending a ceremony, sitting, active participation"
20010,Religious Activities,1.5,"Sitting, reading religious materials at home"
20015,Religious Activities,1.3,"Standing quietly in church, attending a ceremony"
20020,Religious Activities,2.0,"Standing, singing in church, attending a ceremony, standing, active participation"
20025,Religious Activities,1.3,"Kneeling in church or at home, praying"
20030,Religious Activities,1.3,"Standing, talking in church"
20035,Religious Activities,2.0,Walking in church
20036,Religious Activities,2.0,"Walking, less than 2.0 mph, very slow"
20037,Religious Activities,3.8,"Walking, 2.8 to 3.4 mph, moderate speed, not carrying anything"
20038,Religious Activities,4.8,"Walking, 3.5 to 3.9 mph, brisk speed, not carrying anything"
20039,Religious Activities,2.0,"Walk/stand combination for religious purposes, usher"
20040,Religious Activities,5.0,"Praise with dance or run, spiritual dancing in church"
20045,Religious Activities,2.3,Serving food at church
20046,Religious Activities,2.0,Preparing food at church
20047,Religious Activities,3.3,"Washing dishes, cleaning kitchen at church"
20050,Religious Activities,1.5,Eating at church
20055,Religious Activities,2.0,"Eating/talking at church or standing eating, American Indian Feast days"
20060,Religious Activities,3.3,Cleaning church
20061,Religious Activities,4.0,General yard work at church
20065,Religious Activities,3.8,"Standing , moderate effort (e.g., lifting heavy objects, assembling at fast rate)"
20095,Religious Activities,4.5,"Standing, moderate-to-heavy effort, manual labor, lifting ≥ 50 lbs, heavy maintenance"
20100,Religious Activities,1.3,"Typing, electric, manual, or computer"
21000,Volunteer Activities,1.3,"Sitting, meeting, general, and/or with talking involved"
21005,Volunteer Activities,1.5,"Sitting, light office work, in general"
21010,Volunteer Activities,2.5,"Sitting, moderate work"
21015,Volunteer Activities,1.8,"Standing, light work (filing, talking, assembling)"
21016,Volunteer Activities,2.0,"Sitting, child care, only active periods"
21017,Volunteer Activities,3.5,"Standing, child care, only active periods"
21018,Volunteer Activities,3.5,"Walk/run play with children, moderate, only active periods"
21019,Volunteer Activities,5.8,"Walk/run play with children, vigorous, only active periods"
21020,Volunteer Activities,3.3,"Standing, light/moderate work (e.g., pack boxes, assemble/repair, set up chairs/furniture)"
21025,Volunteer Activities,3.5,"Standing, moderate (e.g., lifting 50 lbs., assembling at fast rate)"
21030,Volunteer Activities,4.5,"Standing, moderate/heavy work"
21035,Volunteer Activities,1.3,"Typing, electric, manual, or computer"
21040,Volunteer Activities,2.3,"Walking, less than 2.0 mph, very slow"
21045,Volunteer Activities,3.8,"Walking, 2.8 to 3.4 mph, moderate speed, not carrying anything"
21050,Volunteer Activities,4.8,"Walking, 3.5 to 3.9 mph, brisk speed, not carrying anything"
21055,Volunteer Activities,3.5,"Walking, 2.5 mph slowly and carrying objects less than 25 pounds"
21060,Volunteer Activities,4.5,"Walking, 3.0 mph moderately and carrying objects less than 25 pounds, pushing something"
21065,Volunteer Activities,4.5,"Walking, 3.5 mph, briskly and carrying objects less than 25 pounds"
21070,Volunteer Activities,3.0,"Walk/stand combination, for volunteer purposes"
22040,Video Games,1.3,"Seated, video game, handheld controller (inactive)"
22120,Video Games,1.5,"Video game, handheld controller (light effort)"
22160,Video Games,2.3,"Video game, light effort (Wii Fit, yoga, bowling, etc)"
22200,Video Games,3.0,"Active video game, motion sensing game/using upper body (light to moderate effort)"
22240,Video Games,4.0,"Active video game, motion sensing game/using total body (moderate effort)"
22280,Video Games,5.0,"Active video game, motion sensing game/using total body (moderate-to-vigorous effort)"
22320,Video Games,7.5,"Active video game, motion sensing game/using total body, exergames, workouts, dancing (vigorous effort)"
22360,Video Games,9.8,"Conditioning/exercise virtual reality fitness, vigorous intensity"
